ligand	ligand_lfc	receptor	receptor_expression	ligand_cell_source	receptor_cell_target
BST2	0.6060044112135821	LILRA4	0.2074856726710708	cycling_ta	CD8_Trm
TNFSF10	0.727988724784259	TNFRSF10B	3.1065730416447073	cycling_ta	CD8_Trm
TNFSF10	0.727988724784259	RIPK1	3.1793865163274253	cycling_ta	CD8_Trm
TNFSF10	0.727988724784259	TNFRSF10D	1.0908487603212098	cycling_ta	CD8_Trm
TNFSF10	0.727988724784259	TNFRSF10C	0.21705965943608255	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	ACKR1	1.3512737055803448	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CCR10	0.734792261949917	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CCR5	3.518285768120798	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CCR9	5.112158021741659	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CCR6	6.0124650735457905	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CXCR3	4.671572816833244	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CXCR2	0.7008829787483426	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CCR2	2.0202503519031088	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CCR4	1.5446634300821371	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CCR7	1.8948221614596328	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CCR1	1.1314778486523636	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	ACKR3	0.6399750274745087	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	GRM7	0.8549956651798795	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CXCR5	0.6519279925315172	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CXCR4	11.994276317146669	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CXCR6	5.657546706618882	cycling_ta	CD8_Trm
CXCL11	1.01519647145865	CCR8	0.21765856864948596	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CCR10	0.734792261949917	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CCR5	3.518285768120798	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CCR9	5.112158021741659	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CCR6	6.0124650735457905	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CXCR3	4.671572816833244	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CXCR2	0.7008829787483426	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CCR2	2.0202503519031088	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CCR4	1.5446634300821371	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CCR7	1.8948221614596328	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CCR1	1.1314778486523636	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	GRM7	0.8549956651798795	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CXCR5	0.6519279925315172	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CXCR4	11.994276317146669	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CXCR6	5.657546706618882	cycling_ta	CD8_Trm
CXCL10	1.4859623639111599	CCR8	0.21765856864948596	cycling_ta	CD8_Trm
TNFSF10	0.727988724784259	TNFRSF10B	2.631618002197838	cycling_ta	CD8_Trm_cyto
TNFSF10	0.727988724784259	RIPK1	2.4597986826606286	cycling_ta	CD8_Trm_cyto
TNFSF10	0.727988724784259	TNFRSF10D	0.9212862336044468	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	ACKR1	1.9526201182328753	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	CCR10	1.5014888481635336	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	CCR5	4.0263923961793155	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	CCR9	3.8049977845267016	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	CCR6	6.299972361183614	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	CXCR3	4.849058813551898	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	CCR2	2.9038419284234953	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	CCR4	2.4942686236228995	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	CCR7	2.4938577539398588	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	CCR1	2.453828590561075	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	GRM7	1.327237556105824	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	CXCR5	0.48846734705486633	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	ADRA2A	0.7469764674784266	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	CXCR4	12.198179844451905	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	CXCR1	0.5020375531785395	cycling_ta	CD8_Trm_cyto
CXCL11	1.01519647145865	CXCR6	6.880148292352631	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	CCR10	1.5014888481635336	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	CCR5	4.0263923961793155	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	CCR9	3.8049977845267016	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	CCR6	6.299972361183614	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	CXCR3	4.849058813551898	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	CCR2	2.9038419284234953	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	CCR4	2.4942686236228995	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	CCR7	2.4938577539398588	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	CCR1	2.453828590561075	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	GRM7	1.327237556105824	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	CXCR5	0.48846734705486633	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	ADRA2A	0.7469764674784266	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	CXCR4	12.198179844451905	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	CXCR1	0.5020375531785395	cycling_ta	CD8_Trm_cyto
CXCL10	1.4859623639111599	CXCR6	6.880148292352631	cycling_ta	CD8_Trm_cyto
TNFSF10	0.727988724784259	TNFRSF10B	3.6823949744500695	cycling_ta	DC1
TNFSF10	0.727988724784259	RIPK1	3.0501444255761387	cycling_ta	DC1
CXCL11	1.01519647145865	CCR3	0.4348048808973261	cycling_ta	DC1
CXCL11	1.01519647145865	CCR5	3.1552593193245326	cycling_ta	DC1
CXCL11	1.01519647145865	CCR9	2.7236988112143137	cycling_ta	DC1
CXCL11	1.01519647145865	CCR6	5.708586422209637	cycling_ta	DC1
CXCL11	1.01519647145865	CXCR3	4.7321396175651484	cycling_ta	DC1
CXCL11	1.01519647145865	CXCR2	0.8912075381143988	cycling_ta	DC1
CXCL11	1.01519647145865	CX3CR1	2.5143416608484497	cycling_ta	DC1
CXCL11	1.01519647145865	CCR7	2.0334914552013483	cycling_ta	DC1
CXCL11	1.01519647145865	CCR1	3.542694185681699	cycling_ta	DC1
CXCL11	1.01519647145865	XCR1	6.270733650570382	cycling_ta	DC1
CXCL11	1.01519647145865	CXCR4	9.691882012702322	cycling_ta	DC1
CXCL11	1.01519647145865	CXCR6	3.143400284642392	cycling_ta	DC1
CXCL10	1.4859623639111599	CCR3	0.4348048808973261	cycling_ta	DC1
CXCL10	1.4859623639111599	CCR5	3.1552593193245326	cycling_ta	DC1
CXCL10	1.4859623639111599	CCR9	2.7236988112143137	cycling_ta	DC1
CXCL10	1.4859623639111599	CCR6	5.708586422209637	cycling_ta	DC1
CXCL10	1.4859623639111599	CXCR3	4.7321396175651484	cycling_ta	DC1
CXCL10	1.4859623639111599	CXCR2	0.8912075381143988	cycling_ta	DC1
CXCL10	1.4859623639111599	CX3CR1	2.5143416608484497	cycling_ta	DC1
CXCL10	1.4859623639111599	CCR7	2.0334914552013483	cycling_ta	DC1
CXCL10	1.4859623639111599	CCR1	3.542694185681699	cycling_ta	DC1
CXCL10	1.4859623639111599	XCR1	6.270733650570382	cycling_ta	DC1
CXCL10	1.4859623639111599	CXCR4	9.691882012702322	cycling_ta	DC1
CXCL10	1.4859623639111599	CXCR6	3.143400284642392	cycling_ta	DC1
BST2	0.6060044112135821	LILRA4	2.225618569118043	cycling_ta	DC2
TNFSF10	0.727988724784259	TNFRSF10B	4.513008676032951	cycling_ta	DC2
TNFSF10	0.727988724784259	RIPK1	1.7339059837455295	cycling_ta	DC2
TNFSF10	0.727988724784259	TNFRSF10D	2.176122567223444	cycling_ta	DC2
TNFSF10	0.727988724784259	TNFRSF10C	0.523250708985753	cycling_ta	DC2
CXCL11	1.01519647145865	CCR3	1.213266102843664	cycling_ta	DC2
CXCL11	1.01519647145865	ACKR1	0.8099524585362861	cycling_ta	DC2
CXCL11	1.01519647145865	CCR5	2.7347444641168166	cycling_ta	DC2
CXCL11	1.01519647145865	CCR9	0.6045394401939351	cycling_ta	DC2
CXCL11	1.01519647145865	CCR6	4.815521166443789	cycling_ta	DC2
CXCL11	1.01519647145865	CXCR3	3.2938823577922065	cycling_ta	DC2
CXCL11	1.01519647145865	CXCR2	0.23812142510311773	cycling_ta	DC2
CXCL11	1.01519647145865	CCR2	3.651086554665151	cycling_ta	DC2
CXCL11	1.01519647145865	CCR4	0.9870035973202005	cycling_ta	DC2
CXCL11	1.01519647145865	CX3CR1	3.479943038691939	cycling_ta	DC2
CXCL11	1.01519647145865	CCR7	3.983506101217339	cycling_ta	DC2
CXCL11	1.01519647145865	CCR1	3.995008028737859	cycling_ta	DC2
CXCL11	1.01519647145865	GRM7	0.8679483319350857	cycling_ta	DC2
CXCL11	1.01519647145865	CXCR5	0.6370106778925066	cycling_ta	DC2
CXCL11	1.01519647145865	CXCR4	10.966141821976239	cycling_ta	DC2
CXCL11	1.01519647145865	CXCR6	2.0575797913711433	cycling_ta	DC2
CXCL10	1.4859623639111599	CCR3	1.213266102843664	cycling_ta	DC2
CXCL10	1.4859623639111599	CCR5	2.7347444641168166	cycling_ta	DC2
CXCL10	1.4859623639111599	CCR9	0.6045394401939351	cycling_ta	DC2
CXCL10	1.4859623639111599	CCR6	4.815521166443789	cycling_ta	DC2
CXCL10	1.4859623639111599	CXCR3	3.2938823577922065	cycling_ta	DC2
CXCL10	1.4859623639111599	CXCR2	0.23812142510311773	cycling_ta	DC2
CXCL10	1.4859623639111599	CCR2	3.651086554665151	cycling_ta	DC2
CXCL10	1.4859623639111599	CCR4	0.9870035973202005	cycling_ta	DC2
CXCL10	1.4859623639111599	CX3CR1	3.479943038691939	cycling_ta	DC2
CXCL10	1.4859623639111599	CCR7	3.983506101217339	cycling_ta	DC2
CXCL10	1.4859623639111599	CCR1	3.995008028737859	cycling_ta	DC2
CXCL10	1.4859623639111599	GRM7	0.8679483319350857	cycling_ta	DC2
CXCL10	1.4859623639111599	CXCR5	0.6370106778925066	cycling_ta	DC2
CXCL10	1.4859623639111599	CXCR4	10.966141821976239	cycling_ta	DC2
CXCL10	1.4859623639111599	CXCR6	2.0575797913711433	cycling_ta	DC2
TNFSF10	0.727988724784259	TNFRSF10B	1.5643552706390629	cycling_ta	ILC1
TNFSF10	0.727988724784259	RIPK1	3.6819574855839816	cycling_ta	ILC1
