ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	220/930	500/5662	1.39201765860376e-53	6.70534906149431e-50	2.85729940450245e-50	P00519/P60709/P78536/P07550/P31749/P31751/Q9UM73/Q96CW1/P25054/P05067/P10275/P15514/P27540/P30530/P56945/P23560/P51451/P12643/P42574/P22681/Q13191/P29279/P30281/P07766/P01730/P01732/P60953/P11802/Q96BA8/P46108/P46109/P07333/P35222/Q5VWQ8/Q08345/Q16832/O00548/Q14185/Q99704/P20827/P98172/P01133/P00533/Q13541/P21709/P29317/P29320/P54764/P54756/Q9UF33/Q15375/P54762/P29323/P54753/P04626/P21860/Q15303/P48023/Q969H0/P16591/P05230/P61328/O60258/O76093/P09038/Q9NP95/Q9HCT0/Q9GZV9/P12034/P21781/P55075/P31371/P11362/P21802/P22607/P22455/P09769/P17948/P36888/P35916/Q12778/O43524/P98177/Q8WU20/P06241/Q9ULV1/Q13480/Q9UQC2/P23771/Q99988/P56159/Q13322/P62993/O60565/P49840/P49841/P35269/P14210/O14964/Q16665/P01112/P07900/P04792/P14735/P05019/P08069/P17936/P01584/P06213/P35568/Q9Y4H2/O14654/P56199/P08648/P06756/P05106/O60674/P52333/P35968/P10721/P06239/Q13094/P29376/P07948/P28482/Q15759/Q16539/P27361/P49137/P08581/P08253/P14780/Q04912/P14598/P16333/Q8N5V2/Q02297/Q16620/Q13153/Q13177/P01127/Q9GZP0/P16234/P09619/P42336/P42338/P27986/O00459/Q92569/P00750/P19174/P30876/P19387/P52435/Q13131/P17252/P05771/Q05655/Q04759/Q05513/P49768/P26599/P60484/Q05397/Q14289/Q13882/Q06124/Q05209/P17706/Q12913/P49023/P63000/P04049/Q13905/P20936/O43251/Q06330/Q04206/P07949/P61586/P17081/Q9Y6N7/Q01974/O75582/P23443/Q13950/P34925/P34741/P29353/P98077/Q92529/Q96EB6/O14745/P37840/O15524/O14508/O14543/Q8WXH5/O75159/Q07889/P48436/P12931/P36956/P40763/P42229/P51692/P42226/P16949/Q9UNE7/P43405/Q02763/P01135/P01137/Q06418/P15498/P52735/Q9UKW4/P15692/P49767/P07947	220
GO:0070848	response to growth factor	205/930	475/5662	6.03504874401461e-48	1.45354148999592e-44	6.19386581622552e-45	P00519/Q04771/P36896/P37023/P78536/Q13443/P31749/P04083/O14727/P05067/P62330/P27540/Q9BXN1/P56945/P23560/P12643/P12644/P18075/P36894/O00238/Q13873/P42574/P04040/Q03135/P22681/P13500/O00622/P29279/P20248/P16070/P49918/Q99966/P08123/P16220/Q96BA8/Q92793/P46108/P46109/P35222/P49238/Q5VWQ8/P17844/O00548/Q01094/P05305/P00533/P18146/P19419/P17813/Q09472/P29317/P04626/Q15303/P48023/P35555/P16591/P05230/P61328/O60258/O76093/P09038/Q9NP95/Q9HCT0/Q9GZV9/P12034/P21781/P55075/P31371/P11362/P21802/P22607/P22455/P17948/P36888/P35916/P01100/O75593/O43524/Q8WU20/P06241/Q9UP38/Q9ULV1/Q13480/P23771/Q99988/P51654/Q13322/P62993/O60565/P35269/Q92769/Q9UBN7/Q14469/P14210/O14964/Q16665/P08238/P04792/P22301/P01584/Q13418/P06213/P26006/P08648/P53708/P05106/P18084/P05412/Q92830/P35968/O43474/Q9UJU2/Q14766/O43318/P28482/Q16539/P27361/Q13164/P49137/Q00987/Q06413/P01106/P19338/Q9UBE8/P29475/P46531/P04150/P22736/Q16620/P09874/Q53EL6/P01127/Q9GZP0/P16234/P09619/Q13526/P19174/P29590/P30876/P19387/P52435/P35813/P05771/Q05513/P26599/P60484/Q05397/Q06124/Q05209/P49023/P04049/P62834/Q13905/O43251/Q06330/Q04206/P61586/Q13546/Q6ZNA4/Q9Y6N7/Q01974/P23443/Q13950/Q8N474/P29353/Q96EB6/Q86WV1/P12755/P12757/Q15797/Q15796/P84022/Q13485/Q99717/O43541/O15105/O15198/Q9HAU4/P37840/Q07889/P48436/Q9NYA1/P12931/P51692/Q15831/O75716/Q9Y3F4/Q9UNE7/Q15750/P01137/O43294/P61812/P10600/P36897/P37173/Q15583/P24821/P04637/P0CG47/P51668/P15692/P49767/P07947/O95405/Q15942	205
GO:0071363	cellular response to growth factor stimulus	198/930	455/5662	7.30585495086501e-47	1.17307677661056e-43	4.99874286111816e-44	P00519/Q04771/P36896/P37023/P78536/Q13443/P31749/P04083/O14727/P05067/P62330/P27540/Q9BXN1/P56945/P23560/P12643/P12644/P18075/P36894/O00238/Q13873/P42574/P04040/Q03135/P22681/P13500/O00622/P29279/P20248/P16070/P49918/Q99966/P08123/P16220/Q96BA8/Q92793/P46108/P46109/P35222/P49238/Q5VWQ8/P17844/O00548/Q01094/P05305/P00533/P18146/P17813/Q09472/P04626/Q15303/P35555/P05230/P61328/O60258/O76093/P09038/Q9NP95/Q9HCT0/Q9GZV9/P12034/P21781/P55075/P31371/P11362/P21802/P22607/P22455/P17948/P36888/P35916/P01100/O75593/O43524/Q8WU20/P06241/Q9UP38/Q9ULV1/Q13480/P23771/Q99988/P51654/Q13322/P62993/O60565/P35269/Q92769/Q14469/P14210/O14964/Q16665/P08238/P04792/P22301/P01584/Q13418/P06213/P26006/P08648/P53708/P05106/P18084/P05412/Q92830/P35968/O43474/Q9UJU2/Q14766/O43318/P28482/Q16539/P27361/Q13164/P49137/Q00987/Q06413/P19338/Q9UBE8/P29475/P46531/P04150/P22736/Q16620/P09874/Q53EL6/P01127/Q9GZP0/P16234/P09619/Q13526/P19174/P29590/P30876/P19387/P52435/P35813/P05771/Q05513/P26599/P60484/Q05397/Q06124/Q05209/P49023/P04049/P62834/Q13905/O43251/Q06330/Q04206/P61586/Q13546/Q6ZNA4/Q9Y6N7/Q01974/P23443/Q13950/Q8N474/P29353/Q96EB6/Q86WV1/P12755/P12757/Q15797/Q15796/P84022/Q13485/Q99717/O43541/O15105/O15198/Q9HAU4/P37840/Q07889/P48436/Q9NYA1/P12931/P51692/Q15831/O75716/Q9Y3F4/Q9UNE7/Q15750/P01137/O43294/P61812/P10600/P36897/P37173/Q15583/P04637/P0CG47/P51668/P15692/P49767/P07947/O95405/Q15942	198
GO:0018108	peptidyl-tyrosine phosphorylation	148/930	284/5662	2.19467237640244e-46	2.64293420928264e-43	1.12621345631178e-43	P00519/P42684/Q04771/P78536/Q9UM73/P05067/P15514/P30530/P23560/P51451/P51813/Q06187/Q96RR4/Q03135/P22681/Q13191/P07766/P01730/P25942/P16070/P49759/P07333/P04141/P41240/Q08345/Q16832/O14641/Q9Y463/Q92630/P20827/P01133/P00533/P19525/P21709/P29317/P29320/P54764/P54756/Q9UF33/Q15375/P54762/P29323/P54753/P04626/P21860/Q15303/Q969H0/P16591/P21781/P55075/P11362/P21802/P22607/P22455/P09769/P17948/P36888/P35916/P06241/O60565/Q92769/Q14469/P14210/Q00613/P05362/P01579/P05019/P08069/P29459/P29460/Q99665/P35225/Q14116/P05112/P05113/P05231/P40189/P06213/P08648/P05107/P05106/P23458/O60674/P52333/P35968/P10721/P06239/P15018/P29376/P07948/Q02750/P36507/P45985/P52564/P27361/P08581/Q04912/P42345/P14598/P35240/Q02297/Q16620/Q13177/P01127/Q9GZP0/P16234/P09619/P67775/P30153/Q05655/Q02156/Q05513/P04156/P49768/Q05397/Q14289/Q13882/Q06124/P17706/P29350/Q12913/P07949/Q01973/Q01974/P34925/Q8N474/P29353/O15524/O14543/Q8WXH5/O75159/P12931/P40763/O75716/P43405/Q02763/P01135/P01137/P01375/P19438/Q07912/P04637/P29597/Q06418/P15692/P30291/P56704/P07947	148
GO:0051347	positive regulation of transferase activity	206/930	498/5662	1.28238962488615e-44	1.02954513717943e-41	4.38712240092631e-42	P00519/P78536/Q13443/Q08828/Q08462/P51828/P07550/P31749/Q9UM73/P49407/Q96GD4/O15169/Q92934/P23560/P12643/P12644/Q9NQU5/P0DP25/P0DP23/Q14012/Q8N5S9/O00622/P14635/P24385/P30279/P30281/P32248/P01730/P25942/Q12834/P06493/Q00535/P38936/P46527/P61024/P10909/P46108/P46109/P07333/P41240/P35222/P61073/Q5VWQ8/Q9UER7/Q16832/O14641/Q92997/P05305/P20827/P01133/P00533/P18146/P19525/P54764/P04626/P21860/Q15910/P25116/Q969H0/P05230/Q92913/O76093/P09038/P11362/P22607/P09769/P17948/P36888/Q8WU20/P06241/Q9ULV1/Q13467/Q9H461/Q9UM11/P24522/Q99988/O60565/P49840/P14210/P05114/P01112/P07900/P08238/P01579/P05019/Q9Y6K9/P29460/Q14116/P01584/P05112/Q13418/P06213/P35568/P56199/P05106/O60674/P10721/O43474/P01116/O43561/Q13094/Q9UBY5/P07948/Q02750/P36507/P45985/P52564/Q13233/Q99759/Q99683/O43318/Q92918/O95819/P28482/P53779/Q15759/Q16539/Q8TD08/P27361/P49137/Q8IW41/Q7KZI7/Q04912/P42345/P01106/P14598/P51955/Q02297/Q16620/Q13153/Q13177/P01127/Q9GZP0/P16234/P09619/P42336/P42338/P48736/Q8WYR1/Q13526/Q16512/P04054/P53350/P67775/Q13131/P17612/P22694/P10644/P31323/Q05655/Q04759/Q05513/P04156/P49768/P60484/Q05397/Q14289/Q06124/P04049/P62834/Q13905/P07949/P61586/Q13546/Q9Y572/Q9Y6N7/Q01974/Q8N122/P0DJI8/P31431/P29353/P98077/Q96EB6/P37840/O15524/O60271/P12931/Q15831/Q9Y6E0/Q9UNE7/P43405/Q15750/Q9NYJ8/Q02763/P01135/P01137/P61812/P10600/P36897/P37173/O00206/P62328/P01375/Q9Y6Q6/O95150/O15350/Q12933/Q9Y4K3/P10599/P0CG47/O00762/P63279/P52735/Q9UKW4/P15692/P56704	206
GO:0033674	positive regulation of kinase activity	188/930	447/5662	1.08725944053966e-41	7.48189817868505e-39	3.18820437451479e-39	P00519/P78536/Q13443/Q08828/Q08462/P51828/P07550/P31749/Q9UM73/P49407/O15169/Q92934/P23560/P12643/P12644/Q9NQU5/P0DP25/P0DP23/Q14012/Q8N5S9/O00622/P14635/P24385/P30279/P30281/P32248/P01730/P25942/P06493/Q00535/P38936/P46527/P61024/P10909/P46108/P46109/P07333/P41240/P61073/Q5VWQ8/Q9UER7/Q16832/O14641/Q92997/P05305/P20827/P01133/P00533/P18146/P19525/P54764/P04626/P21860/Q15910/P25116/Q969H0/P05230/Q92913/O76093/P09038/P11362/P22607/P09769/P17948/P36888/Q8WU20/P06241/Q9ULV1/Q13467/Q9H461/P24522/Q99988/O60565/P14210/P01112/P07900/P08238/P01579/P05019/Q9Y6K9/P29460/Q14116/P01584/P05112/Q13418/P06213/P35568/P56199/P05106/O60674/P10721/P01116/O43561/Q13094/Q9UBY5/P07948/Q02750/P36507/P45985/P52564/Q13233/Q99759/Q99683/O43318/Q92918/O95819/P28482/P53779/Q15759/Q16539/P27361/P49137/Q8IW41/Q7KZI7/Q04912/P42345/P14598/Q02297/Q16620/Q13153/Q13177/P01127/Q9GZP0/P16234/P09619/P42336/P42338/P48736/Q8WYR1/Q16512/P04054/P67775/Q13131/P17612/P22694/P10644/P31323/Q05655/Q05513/P04156/P49768/Q05397/Q14289/Q06124/P04049/P62834/Q13905/P07949/P61586/Q13546/Q9Y572/Q9Y6N7/Q01974/Q8N122/P0DJI8/P31431/P29353/P98077/Q96EB6/P37840/O15524/O60271/P12931/Q15831/Q9Y6E0/P43405/Q15750/Q9NYJ8/Q02763/P01135/P01137/P61812/P10600/P36897/P37173/O00206/P01375/Q9Y6Q6/O95150/O15350/Q12933/Q9Y4K3/P10599/P0CG47/P52735/Q9UKW4/P15692/P56704	188
GO:0030335	positive regulation of cell migration	157/930	344/5662	8.20016805772315e-40	4.38891217045027e-37	1.87021376755089e-37	P00519/Q04771/P36896/P78536/Q13443/P31749/P31751/Q9Y243/P04083/P25054/P05067/P62330/Q13315/P56945/P10415/P12643/P12644/P18075/Q13873/Q8IU85/Q03135/O00622/P32246/P51684/P32248/P25942/O43889/P46108/P46109/P07333/P48061/P25025/P61073/Q5VWQ8/O43293/Q16832/O60610/Q14185/P05305/P01133/P00533/P21709/P14921/P25116/P55085/Q13158/P16591/P05230/O76093/P09038/P21781/P31371/P11362/P09769/P17948/P35916/P02751/P98177/Q13480/P23771/P56524/Q9UBN7/Q8WUI4/Q9UKV0/P14210/Q16665/P09601/P01112/P04792/P05362/P01579/P05019/P08069/P29459/P01584/P14778/P05231/Q13418/P06213/Q9Y4H2/P17301/P08514/P26006/P13612/P08648/P23229/P06756/P05556/P05106/O60674/P05412/P35968/P10721/Q9UJU2/P17931/P07948/Q99759/O95819/P28482/Q16539/P27361/Q00987/P08581/P50281/P14780/P42345/Q15746/Q16236/P46531/P49757/Q13153/P01127/Q9GZP0/P16234/P09619/O00329/P27986/Q92569/P19174/Q08209/P17252/Q02156/P25105/P35354/Q05397/Q14289/P63000/P15153/P07949/P61586/P62745/Q01974/P62070/Q13591/P05121/Q96EB6/P84022/Q99835/Q9HAU4/O95863/P04179/P48436/P08047/O60271/Q9NYA1/P12931/P40763/P42229/Q02763/P01137/P61812/P36897/P37173/P62328/P01375/P15692/P49767	157
GO:0032870	cellular response to hormone stimulus	185/930	465/5662	6.43391487660356e-37	2.58268066338328e-34	1.10053807099798e-34	Q08828/Q08462/P51828/P31749/P31751/P04083/P25054/P10275/O15169/P56945/O43521/P12644/P18075/P38398/Q9UQM7/P55211/Q03135/P20248/P30281/P24864/P11802/P50613/O96017/P16220/P46108/P46109/P41240/P35222/Q9UER7/P17844/P31689/P05305/P00533/P06730/Q13541/P19419/Q09472/P03372/Q92731/P35555/P16591/Q9GZV9/Q14192/Q02790/P36888/P01100/P53539/P55317/O75593/Q12778/O43524/P98177/P06241/Q13480/P35557/Q99988/P29992/P30679/P50148/P62873/P59768/Q13322/P62993/P49840/P49841/P0C0S5/Q13547/P56524/Q9UQL6/Q9UBN7/Q9UKV0/P41235/Q00613/P05362/P14735/P08069/P22301/P01584/P06213/P35568/Q9Y4H2/O14654/P17301/O60674/P52333/P05412/P17275/P17535/Q92831/Q92993/P10721/O95835/Q9UJU2/P06858/P07948/P61244/Q00987/Q06413/P26038/P16333/Q15788/Q15596/Q9Y6Q9/Q13772/O75376/Q9Y618/Q16236/P19838/P46531/Q15466/P49116/P04150/P22736/Q13285/P48552/Q13153/P09874/O15534/Q99623/O75925/O75928/P42336/P27986/O00459/Q92569/P04054/Q07869/P37231/Q13131/P54646/P17612/P22694/P10644/P31323/P05771/Q05655/Q02156/P41743/Q04759/Q05513/P60484/Q05397/Q06124/P17706/P49023/P62826/P46060/P61224/P10276/P13631/P06400/O43251/Q04206/P61586/P17081/Q9UBS8/P23443/P19793/P28702/Q8N474/P29353/Q96EB6/O15524/O14508/O14543/Q07889/P08047/P10451/P12931/P36956/P42224/P40763/P42229/P51692/P42226/P01137/O43294/P10827/P24821/Q9H3D4/P22415/P11473/P46937/P61981/Q04917	185
GO:0040017	positive regulation of locomotion	158/930	364/5662	9.79419761602757e-37	3.62912691664652e-34	1.54645225516225e-34	P00519/Q04771/P36896/P78536/Q13443/P31749/P31751/Q9Y243/P04083/P25054/P05067/P62330/Q13315/P56945/P10415/P12643/P12644/P18075/Q13873/Q8IU85/Q03135/O00622/P32246/P51679/P51684/P32248/P25942/O43889/P46108/P46109/P07333/P48061/P25025/P61073/Q5VWQ8/O43293/Q16832/O60610/Q14185/P05305/P01133/P00533/P21709/P14921/P25116/P55085/Q13158/P16591/P05230/O76093/P09038/P21781/P31371/P11362/P09769/P17948/P35916/P02751/P98177/Q13480/P23771/P56524/Q9UBN7/Q8WUI4/Q9UKV0/P14210/Q16665/P09601/P01112/P04792/P05362/P01579/P05019/P08069/P29459/P01584/P14778/P05231/Q13418/P06213/Q9Y4H2/P17301/P08514/P26006/P13612/P08648/P23229/P06756/P05556/P05106/O60674/P05412/P35968/P10721/Q9UJU2/P17931/P07948/Q99759/O95819/P28482/Q16539/P27361/Q00987/P08581/P50281/P14780/P42345/Q15746/Q16236/P46531/P49757/Q13153/P01127/Q9GZP0/P16234/P09619/O00329/P27986/Q92569/P19174/Q08209/P17252/Q02156/P25105/P35354/Q05397/Q14289/P63000/P15153/P07949/P61586/P62745/Q01974/P62070/Q13591/P05121/Q96EB6/P84022/Q99835/Q9HAU4/O95863/P04179/P48436/P08047/O60271/Q9NYA1/P12931/P40763/P42229/Q02763/P01137/P61812/P36897/P37173/P62328/P01375/P15692/P49767	158
GO:0001944	vasculature development	181/930	475/5662	4.00798526475194e-33	1.28709766802067e-30	5.48461141492371e-31	P00519/Q04771/P37023/P35318/P35869/P31749/Q9Y243/P04083/P07355/P15336/P12644/P18075/P36894/Q13873/P38398/Q03135/P13500/O00622/P29279/P51677/P25942/P19022/Q99966/P08123/Q96BA8/P46109/P35222/P49238/P25025/P49682/P61073/Q5VWQ8/O00548/P05305/P20827/P01133/P18146/P17813/P21709/P29317/P54762/P29323/P54753/P04626/P14921/P48023/Q969H0/P05230/O76093/P09038/P55075/P31371/P11362/P21802/P17948/P35916/P02751/O75593/Q12778/P98177/Q9ULV1/Q13467/Q9H461/Q13480/P10071/Q14344/P51654/O60565/Q9UQL6/Q8WUI4/Q9UKV0/Q14469/P14210/O14964/Q16665/P09601/P04792/P22301/Q14116/P01584/P05231/P08648/P06756/P05556/P05107/P05106/P26012/P78504/P23458/P05412/P17275/P35968/P10721/O43474/P25391/Q9UJU2/P15018/Q14766/Q02750/Q99759/P28482/Q16539/Q13164/Q00987/Q06413/P50281/P08253/Q15746/P19338/O95644/Q13469/Q12968/Q16236/P46531/P22736/Q16620/Q53EL6/P01127/Q9GZP0/P16234/P09619/P42336/P42338/P48736/Q92569/P19174/P29590/Q9H488/P37231/P16298/O75626/P17252/P05771/P51817/P49768/P60484/P35354/Q05397/Q14289/P62834/Q13905/P20936/Q06330/P61586/P62745/Q9Y6N7/P10301/Q13591/P05121/Q8N474/P29353/Q96EB6/Q15797/O43541/O15105/Q99835/O14543/P04179/Q07889/P08047/P23497/Q9NYA1/P11831/P42224/P40763/Q15831/Q9UMX1/P43405/Q15750/P21731/Q9NQB0/Q02763/P01137/P61812/P36897/P37173/P52735/Q9UKW4/P15692/P49767/P46937	181
